customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,Contract,Churn
CUST00892,Female,0,Yes,No,61,75.71,One year,No
CUST00893,Female,1,Yes,Yes,64,95.69,One year,No
CUST00894,Male,0,Yes,No,49,58.33,Month-to-month,No
CUST00895,Female,0,Yes,Yes,3,99.21,One year,No
CUST00896,Male,0,Yes,Yes,72,94.56,Month-to-month,Yes
CUST00897,Male,0,Yes,Yes,35,43.02,One year,No
CUST00898,Female,0,No,No,5,113.25,Month-to-month,Yes
CUST00899,Male,1,Yes,No,48,29.69,Month-to-month,Yes
CUST00900,Male,0,Yes,Yes,32,33.73,One year,No
CUST00901,Male,0,No,Yes,3,48.4,One year,Yes
CUST00902,Male,1,No,No,48,109.75,Two year,Yes
CUST00903,Male,0,No,No,14,50.47,Month-to-month,No
CUST00904,Male,1,Yes,No,29,19.9,Two year,No
CUST00905,Male,0,Yes,No,72,26.56,Month-to-month,No
CUST00906,Male,0,No,Yes,31,61.22,Month-to-month,No
CUST00907,Female,0,Yes,No,37,35.07,One year,Yes
CUST00908,Female,0,No,No,44,39.7,Two year,No
CUST00909,Female,0,Yes,Yes,38,89.24,Month-to-month,No
CUST00910,Female,1,Yes,No,43,117.92,One year,No
CUST00911,Female,0,No,No,26,79.15,Month-to-month,Yes
CUST00912,Male,0,No,Yes,1,60.14,One year,No
CUST00913,Female,1,Yes,Yes,68,102.87,Month-to-month,No
CUST00914,Male,0,No,No,49,96.33,Month-to-month,No
CUST00915,Male,0,No,No,24,40.6,Month-to-month,Yes
CUST00916,Female,0,Yes,Yes,38,40.56,Two year,No
CUST00917,Female,0,No,No,26,118.39,Month-to-month,No
CUST00918,Male,0,No,Yes,70,93.36,Month-to-month,No
CUST00919,Male,0,Yes,Yes,16,76.13,Month-to-month,Yes
CUST00920,Female,0,Yes,No,71,18.2,Two year,No
CUST00921,Male,0,No,No,35,70.87,Month-to-month,No
CUST00922,Male,0,Yes,No,53,50.26,Month-to-month,Yes
CUST00923,Female,0,Yes,Yes,54,111.53,Two year,Yes
CUST00924,Female,0,Yes,Yes,3,100.42,Month-to-month,Yes
CUST00925,Female,0,Yes,Yes,60,52.76,Month-to-month,Yes
CUST00926,Female,0,Yes,No,12,77.05,One year,Yes
CUST00927,Male,0,No,No,8,24.32,One year,No
CUST00928,Male,0,No,Yes,13,75.04,One year,Yes
CUST00929,Female,1,Yes,No,29,98.32,Two year,No
CUST00930,Female,1,No,No,12,113.63,Month-to-month,No
CUST00931,Female,0,Yes,Yes,13,90.76,Month-to-month,Yes
CUST00932,Male,0,No,No,53,81.33,Month-to-month,Yes
CUST00933,Male,0,Yes,Yes,39,70.34,One year,No
CUST00934,Female,0,Yes,Yes,60,52.98,Month-to-month,Yes
CUST00935,Male,0,Yes,Yes,64,75.06,Two year,Yes
CUST00936,Female,0,Yes,Yes,8,86.12,Month-to-month,Yes
CUST00937,Female,0,No,No,53,28.69,Month-to-month,No
CUST00938,Male,1,Yes,Yes,28,65.59,One year,Yes
CUST00939,Female,0,No,Yes,51,118.97,Month-to-month,Yes
CUST00940,Male,0,Yes,Yes,18,37.83,Month-to-month,No
CUST00941,Female,0,Yes,Yes,25,40.33,Month-to-month,Yes
CUST00942,Male,0,Yes,Yes,25,103.97,Month-to-month,No
CUST00943,Male,0,No,Yes,43,49.12,Two year,No
CUST00944,Female,0,No,Yes,15,112.26,Month-to-month,No
CUST00945,Male,1,No,No,54,42.94,Two year,Yes
CUST00946,Male,0,Yes,No,31,99.15,Month-to-month,No
CUST00947,Female,0,Yes,No,8,57.59,Month-to-month,No
CUST00948,Female,1,No,Yes,41,71.6,One year,No
CUST00949,Female,1,No,No,4,109.28,Month-to-month,Yes
CUST00950,Male,1,Yes,No,54,76.28,Two year,No
CUST00951,Female,0,Yes,Yes,10,70.92,Month-to-month,Yes
CUST00952,Male,1,No,No,57,59.71,Month-to-month,No
CUST00953,Female,0,No,Yes,22,45.09,Month-to-month,Yes
CUST00954,Male,0,Yes,No,29,25.28,Month-to-month,Yes
CUST00955,Male,0,Yes,No,32,101.19,Month-to-month,No
CUST00956,Female,0,Yes,No,1,46.75,One year,Yes
CUST00957,Female,1,Yes,No,65,115.05,Two year,No
CUST00958,Male,0,Yes,No,29,98.17,Month-to-month,No
CUST00959,Female,0,Yes,No,24,114.08,Month-to-month,Yes
CUST00960,Female,1,Yes,No,17,31.09,One year,No
CUST00961,Male,1,No,No,28,87.95,Month-to-month,Yes
CUST00962,Female,0,Yes,Yes,17,115.17,Month-to-month,Yes
CUST00963,Female,1,Yes,No,8,37.21,Month-to-month,Yes
CUST00964,Female,0,Yes,Yes,13,36.12,One year,No
CUST00965,Female,0,Yes,Yes,8,57.36,Two year,Yes
CUST00966,Female,0,No,Yes,47,35.53,Month-to-month,No
CUST00967,Female,1,Yes,Yes,16,66.78,Month-to-month,Yes
CUST00968,Male,0,Yes,No,55,85.81,Two year,Yes
CUST00969,Female,0,No,No,25,32.55,Month-to-month,Yes
CUST00970,Female,0,No,No,58,21.99,Month-to-month,Yes
CUST00971,Female,0,No,No,22,36.32,Month-to-month,No
CUST00972,Female,1,No,Yes,72,89.26,Month-to-month,Yes
CUST00973,Male,0,No,Yes,27,59.95,Two year,No
CUST00974,Male,0,Yes,Yes,64,51.25,One year,No
CUST00975,Female,0,Yes,No,3,88.84,Month-to-month,Yes
CUST00976,Female,0,No,Yes,50,43.56,Month-to-month,No
CUST00977,Male,0,No,No,59,73.94,Month-to-month,Yes
CUST00978,Female,0,No,No,20,19.84,Month-to-month,Yes
CUST00979,Female,0,No,Yes,9,19.14,One year,Yes
CUST00980,Female,0,Yes,Yes,4,72.29,Two year,No
CUST00981,Male,0,No,No,56,18.48,Month-to-month,No
CUST00982,Male,0,No,Yes,25,61.01,Month-to-month,No
CUST00983,Female,0,Yes,Yes,12,102.71,One year,Yes
CUST00984,Male,0,No,Yes,41,81.93,Month-to-month,No
CUST00985,Female,1,Yes,Yes,27,50.98,Month-to-month,Yes
CUST00986,Female,0,No,Yes,58,85.11,Month-to-month,Yes
CUST00987,Female,0,Yes,Yes,52,79.08,Month-to-month,No
CUST00988,Male,0,No,Yes,41,89.02,Two year,No
CUST00989,Male,0,Yes,No,61,19.8,Month-to-month,No
CUST00990,Female,1,Yes,Yes,29,95.41,Month-to-month,Yes
CUST00991,Male,1,Yes,Yes,7,68.87,Month-to-month,Yes
CUST00992,Female,0,Yes,Yes,56,51.53,One year,No
CUST00993,Male,1,No,Yes,29,51.79,Two year,No
CUST00994,Male,0,Yes,No,66,63.12,Month-to-month,Yes
CUST00995,Female,0,Yes,Yes,18,30.81,Two year,Yes
CUST00996,Male,0,Yes,No,59,91.61,Month-to-month,Yes
CUST00997,Male,0,No,No,57,38.54,Two year,No
CUST00998,Female,0,No,No,48,63.02,Month-to-month,No
CUST00999,Female,0,No,Yes,48,26.49,Month-to-month,No
CUST01000,Female,0,Yes,No,48,64.27,Month-to-month,Yes
CUST01001,Female,0,No,Yes,60,111.45,Month-to-month,Yes
CUST01002,Female,1,No,No,50,56.06,Two year,No
CUST01003,Male,1,Yes,Yes,49,34.56,Two year,No
CUST01004,Female,0,No,No,7,112.5,One year,No
CUST01005,Male,1,Yes,No,3,83.82,One year,Yes
CUST01006,Female,0,No,Yes,20,96.64,Month-to-month,Yes
CUST01007,Female,1,Yes,Yes,54,61.54,Month-to-month,No
CUST01008,Female,0,No,Yes,13,97.22,One year,Yes
CUST01009,Male,0,Yes,No,39,35.18,Month-to-month,No
CUST01010,Male,0,No,No,36,35.4,One year,No
CUST01011,Male,0,No,Yes,64,63.97,Two year,No
CUST01012,Male,0,Yes,Yes,24,110.03,Month-to-month,Yes
CUST01013,Male,0,Yes,No,10,46.23,Month-to-month,Yes
CUST01014,Male,1,No,Yes,1,94.68,Month-to-month,Yes
CUST01015,Male,0,Yes,Yes,48,118.66,One year,No
CUST01016,Female,1,No,No,43,108.8,Month-to-month,No
CUST01017,Male,0,No,No,7,107.05,Two year,No
CUST01018,Male,1,No,Yes,3,106.64,One year,Yes
CUST01019,Male,0,No,No,65,37.17,Month-to-month,No
CUST01020,Female,0,No,Yes,41,41.82,One year,No
CUST01021,Male,0,No,No,12,47.97,One year,Yes
CUST01022,Male,0,Yes,No,11,86.65,Month-to-month,Yes
CUST01023,Female,0,No,Yes,61,42.57,One year,Yes
CUST01024,Male,0,No,Yes,20,51.3,Two year,No
CUST01025,Female,0,No,No,15,112.12,One year,No
CUST01026,Female,0,No,Yes,8,56.46,One year,No
CUST01027,Female,1,Yes,Yes,33,26.94,Month-to-month,Yes
CUST01028,Male,0,No,Yes,40,76.85,Two year,Yes
CUST01029,Male,0,No,No,40,99.35,One year,No
CUST01030,Male,0,Yes,No,1,64.98,Month-to-month,Yes
CUST01031,Female,0,No,No,18,32.88,One year,No
CUST01032,Male,0,No,Yes,35,90.07,Two year,No
CUST01033,Male,1,No,No,7,51.98,Two year,No
CUST01034,Male,0,Yes,Yes,62,48.51,One year,No
CUST01035,Male,0,No,No,54,119.01,One year,No
CUST01036,Female,0,No,No,24,73.9,One year,Yes
CUST01037,Female,0,No,No,20,63.07,One year,No
CUST01038,Male,0,Yes,Yes,1,105.33,Month-to-month,Yes
CUST01039,Male,1,No,Yes,7,117.36,Month-to-month,Yes
CUST01040,Male,0,No,No,19,59.21,One year,Yes
CUST01041,Male,1,No,No,22,56.29,One year,No
CUST01042,Male,1,No,No,56,30.24,Month-to-month,Yes
CUST01043,Female,0,Yes,No,35,27.64,One year,No
CUST01044,Female,1,No,No,16,24.48,Month-to-month,No
CUST01045,Male,1,Yes,No,71,97.91,Two year,No
CUST01046,Male,0,Yes,Yes,23,88.91,Two year,Yes
CUST01047,Female,0,Yes,Yes,16,84.57,One year,Yes
CUST01048,Female,0,Yes,Yes,64,116.56,Month-to-month,Yes
CUST01049,Male,0,No,Yes,66,47.93,Two year,No
CUST01050,Male,1,No,No,68,88.17,Month-to-month,No
CUST01051,Male,0,Yes,Yes,18,102.93,Month-to-month,No
CUST01052,Male,0,No,Yes,54,44.01,Month-to-month,Yes
CUST01053,Male,1,No,Yes,32,113.9,One year,Yes
CUST01054,Male,0,No,Yes,47,84.07,One year,No
CUST01055,Male,1,Yes,No,55,116.33,Month-to-month,Yes
CUST01056,Female,0,Yes,No,8,27.08,Month-to-month,No
CUST01057,Female,0,Yes,No,1,117.91,Month-to-month,Yes
CUST01058,Male,0,Yes,No,62,53.59,Month-to-month,No
CUST01059,Female,0,Yes,Yes,21,94.69,Month-to-month,Yes
CUST01060,Female,1,Yes,No,1,90.75,One year,Yes
CUST01061,Male,1,No,Yes,47,43.41,One year,No
CUST01062,Female,0,No,No,59,46.13,Month-to-month,No
CUST01063,Male,0,Yes,No,52,104.22,One year,No
CUST01064,Male,0,Yes,Yes,7,47.16,Month-to-month,No
CUST01065,Male,1,Yes,No,63,119.79,Month-to-month,No
CUST01066,Male,1,Yes,Yes,0,89.66,One year,No
CUST01067,Male,0,No,Yes,67,35.83,Two year,No
CUST01068,Male,0,Yes,No,63,56.07,Month-to-month,Yes
CUST01069,Male,0,No,No,61,39.73,Month-to-month,No
CUST01070,Female,0,No,Yes,59,104.53,Two year,Yes
CUST01071,Male,1,No,No,45,53.67,Month-to-month,No
CUST01072,Female,0,Yes,Yes,55,26.64,Month-to-month,No
CUST01073,Male,1,Yes,No,0,84.98,Month-to-month,Yes
CUST01074,Female,0,No,No,54,72.72,Two year,No
CUST01075,Female,1,Yes,Yes,45,18.59,One year,No
CUST01076,Male,0,Yes,No,5,60.95,Month-to-month,Yes
CUST01077,Male,0,Yes,No,34,67.88,Month-to-month,No
CUST01078,Male,0,No,No,16,29.0,Month-to-month,Yes
CUST01079,Male,0,Yes,Yes,6,52.9,One year,No
CUST01080,Male,1,No,No,36,95.61,Month-to-month,Yes
CUST01081,Male,0,Yes,No,14,119.41,Two year,Yes
CUST01082,Female,0,No,Yes,64,37.24,One year,No
CUST01083,Male,0,Yes,Yes,51,119.02,Month-to-month,No
CUST01084,Female,0,Yes,Yes,6,71.55,Month-to-month,No
CUST01085,Male,0,No,No,61,61.56,Month-to-month,Yes
CUST01086,Male,0,No,No,44,43.19,One year,No
CUST01087,Male,0,Yes,Yes,41,66.15,Month-to-month,No
CUST01088,Male,1,Yes,No,62,49.04,Month-to-month,Yes
CUST01089,Male,0,No,No,46,78.07,One year,No
CUST01090,Male,0,Yes,No,11,31.31,Two year,No
CUST01091,Male,0,Yes,Yes,57,25.64,Two year,No
CUST01092,Female,0,No,Yes,68,22.47,One year,Yes
CUST01093,Female,0,No,No,15,24.91,Two year,No
CUST01094,Male,0,No,Yes,37,75.75,Month-to-month,No
CUST01095,Male,1,No,Yes,21,69.95,Month-to-month,No
CUST01096,Female,1,No,Yes,23,76.33,Month-to-month,No
CUST01097,Male,1,No,No,28,45.39,Month-to-month,Yes
CUST01098,Male,0,Yes,No,5,114.09,One year,Yes
CUST01099,Male,0,Yes,Yes,26,18.14,Month-to-month,Yes
CUST01100,Female,0,Yes,No,17,80.37,Month-to-month,Yes
CUST01101,Male,0,No,Yes,35,117.1,Month-to-month,Yes
CUST01102,Male,1,No,Yes,56,45.42,Month-to-month,No
CUST01103,Female,0,No,Yes,55,110.02,Month-to-month,Yes
CUST01104,Male,1,Yes,Yes,24,114.22,One year,Yes
CUST01105,Female,0,No,Yes,22,88.11,Two year,Yes
CUST01106,Male,0,No,Yes,58,116.98,Two year,Yes
CUST01107,Male,0,Yes,No,49,102.31,Month-to-month,No
CUST01108,Male,0,Yes,Yes,34,81.99,Month-to-month,Yes
CUST01109,Male,0,No,Yes,25,95.49,Month-to-month,No
CUST01110,Male,0,No,No,19,73.44,Month-to-month,Yes
CUST01111,Male,0,Yes,Yes,69,70.18,Month-to-month,No
CUST01112,Male,0,Yes,Yes,29,33.03,Month-to-month,No
CUST01113,Male,1,Yes,No,21,40.9,Two year,No
CUST01114,Female,0,Yes,No,15,112.32,Month-to-month,Yes
CUST01115,Male,0,Yes,No,67,36.5,Month-to-month,No
CUST01116,Female,0,No,Yes,34,85.5,Two year,No
CUST01117,Male,0,Yes,Yes,40,63.56,Month-to-month,No
CUST01118,Female,0,Yes,No,35,50.95,Month-to-month,Yes
CUST01119,Female,0,No,No,54,117.23,Month-to-month,No
CUST01120,Female,0,Yes,No,53,72.95,Month-to-month,No
CUST01121,Male,1,Yes,No,67,88.74,One year,No
CUST01122,Male,0,No,Yes,26,19.75,Two year,No
CUST01123,Male,0,Yes,No,46,106.41,Two year,No
CUST01124,Female,1,Yes,No,31,40.91,Month-to-month,No
CUST01125,Male,0,No,Yes,54,89.54,Month-to-month,No
CUST01126,Male,1,Yes,Yes,18,26.06,Month-to-month,Yes
CUST01127,Female,0,Yes,No,17,89.25,One year,Yes
CUST01128,Female,0,No,Yes,36,24.12,Month-to-month,No
CUST01129,Male,0,Yes,No,54,107.35,One year,No
CUST01130,Female,0,Yes,No,20,27.38,Month-to-month,Yes
CUST01131,Male,0,No,Yes,28,101.9,Month-to-month,No
CUST01132,Male,1,No,No,51,34.81,Two year,No
CUST01133,Female,0,No,Yes,13,79.53,Month-to-month,No
CUST01134,Male,0,No,Yes,69,39.61,Month-to-month,Yes
CUST01135,Female,0,Yes,Yes,30,117.62,Month-to-month,No
CUST01136,Female,0,Yes,No,11,18.86,Two year,Yes
CUST01137,Female,1,Yes,No,50,117.33,One year,No
CUST01138,Male,0,No,Yes,64,33.32,Two year,No
CUST01139,Female,1,Yes,No,20,65.24,Month-to-month,No
CUST01140,Male,0,Yes,Yes,20,69.17,Two year,No
CUST01141,Female,1,Yes,No,37,105.31,Month-to-month,Yes
CUST01142,Female,0,Yes,Yes,19,119.43,One year,Yes
CUST01143,Male,0,No,Yes,63,50.0,Month-to-month,No
CUST01144,Male,0,No,No,45,36.28,Month-to-month,No
CUST01145,Female,1,No,No,17,117.11,Two year,No
CUST01146,Female,0,No,No,16,70.27,Month-to-month,No
CUST01147,Female,0,Yes,No,64,107.5,Month-to-month,No
CUST01148,Male,0,Yes,Yes,19,47.65,Two year,Yes
CUST01149,Female,0,Yes,No,59,53.59,One year,No
CUST01150,Female,0,Yes,Yes,13,112.09,Two year,No
CUST01151,Male,1,No,Yes,40,79.65,Month-to-month,Yes
CUST01152,Female,0,No,No,4,114.75,Month-to-month,Yes
CUST01153,Male,0,Yes,No,7,54.87,Two year,No
CUST01154,Female,0,Yes,Yes,2,87.73,Two year,Yes
CUST01155,Male,0,Yes,Yes,35,48.43,Month-to-month,No
CUST01156,Female,0,No,Yes,6,109.97,Month-to-month,Yes
CUST01157,Female,0,Yes,No,53,72.62,Month-to-month,No
CUST01158,Female,0,No,Yes,71,78.91,One year,Yes
CUST01159,Male,0,No,Yes,19,113.25,Two year,No
CUST01160,Female,0,No,No,66,118.8,One year,No
CUST01161,Male,1,Yes,Yes,27,37.14,One year,No
CUST01162,Male,1,Yes,No,26,117.12,Two year,No
CUST01163,Male,0,No,Yes,38,69.21,Two year,No
CUST01164,Female,1,No,No,45,73.33,Month-to-month,No
CUST01165,Female,0,Yes,No,54,74.38,Month-to-month,Yes
CUST01166,Female,1,No,No,36,113.67,One year,No
CUST01167,Male,0,Yes,Yes,2,59.95,One year,Yes
CUST01168,Male,1,Yes,No,53,97.24,Month-to-month,No
CUST01169,Male,0,No,Yes,44,111.23,Two year,No
CUST01170,Female,0,No,Yes,64,107.72,Month-to-month,Yes
CUST01171,Female,0,Yes,No,4,33.64,Month-to-month,Yes
CUST01172,Female,0,Yes,No,30,57.92,One year,No
CUST01173,Female,0,No,Yes,49,35.72,Two year,No
CUST01174,Male,1,Yes,Yes,16,82.41,Month-to-month,No
CUST01175,Female,0,No,Yes,11,62.62,Month-to-month,Yes
CUST01176,Male,0,Yes,No,3,31.32,One year,Yes
CUST01177,Female,0,Yes,Yes,38,103.73,Month-to-month,No
CUST01178,Female,0,Yes,No,10,82.0,Two year,No
CUST01179,Male,0,No,Yes,13,44.72,Month-to-month,Yes
CUST01180,Male,1,No,Yes,50,99.14,Month-to-month,Yes
CUST01181,Female,0,Yes,No,48,82.62,Two year,No
CUST01182,Male,0,No,Yes,22,82.38,One year,No
CUST01183,Male,0,No,No,69,71.22,Month-to-month,Yes
CUST01184,Male,0,Yes,Yes,66,33.54,Month-to-month,No
CUST01185,Male,0,Yes,No,17,92.23,Month-to-month,No
CUST01186,Female,0,No,Yes,11,74.25,Month-to-month,Yes
CUST01187,Female,1,No,Yes,32,88.08,Month-to-month,No
CUST01188,Female,1,Yes,No,21,115.28,One year,Yes
CUST01189,Female,1,No,No,13,61.79,One year,No
CUST01190,Female,0,No,Yes,4,43.81,Two year,No
CUST01191,Female,1,Yes,Yes,23,61.8,Two year,Yes
CUST01192,Male,0,Yes,No,47,50.07,Month-to-month,Yes
CUST01193,Male,0,Yes,No,72,109.67,One year,No
CUST01194,Female,0,Yes,Yes,13,91.06,One year,No
CUST01195,Male,1,No,No,40,23.07,Month-to-month,No
CUST01196,Male,0,No,Yes,15,79.35,Month-to-month,No
CUST01197,Male,0,No,Yes,0,47.01,Two year,No
CUST01198,Female,0,Yes,No,2,27.7,Month-to-month,No
CUST01199,Female,0,No,No,51,97.01,Month-to-month,Yes
CUST01200,Male,1,No,No,63,116.65,Two year,Yes
CUST01201,Female,0,Yes,Yes,6,32.15,Two year,No
CUST01202,Female,0,Yes,Yes,24,100.85,One year,No
CUST01203,Male,0,No,Yes,14,49.04,Month-to-month,Yes
CUST01204,Female,0,Yes,Yes,58,50.57,Month-to-month,Yes
CUST01205,Female,1,Yes,Yes,61,117.59,One year,Yes
CUST01206,Female,0,Yes,No,37,54.01,One year,No
CUST01207,Male,0,Yes,Yes,63,19.34,Month-to-month,Yes
CUST01208,Female,0,No,Yes,43,78.23,Month-to-month,No
CUST01209,Female,0,No,Yes,64,31.27,Month-to-month,No
CUST01210,Female,1,Yes,No,24,61.16,Month-to-month,No
CUST01211,Male,0,No,Yes,14,109.2,Month-to-month,Yes
CUST01212,Male,1,No,No,33,74.13,Month-to-month,Yes
CUST01213,Male,0,No,No,65,63.02,Month-to-month,Yes
CUST01214,Male,1,No,Yes,37,36.02,Month-to-month,Yes
CUST01215,Female,1,Yes,Yes,31,40.4,Two year,Yes
CUST01216,Male,0,Yes,Yes,68,41.1,Month-to-month,No
CUST01217,Female,1,No,Yes,28,107.71,One year,Yes
CUST01218,Male,0,Yes,No,36,47.37,One year,Yes
CUST01219,Male,1,No,Yes,21,25.08,Month-to-month,Yes
CUST01220,Female,0,Yes,No,54,36.11,Month-to-month,Yes
CUST01221,Male,0,Yes,No,60,67.81,One year,Yes
CUST01222,Male,0,Yes,No,29,35.07,Month-to-month,Yes
CUST01223,Male,0,No,No,57,53.78,Month-to-month,No
CUST01224,Female,0,No,No,1,48.72,Two year,Yes
CUST01225,Female,0,No,Yes,18,105.34,Two year,No
CUST01226,Male,0,No,Yes,31,88.97,One year,No
CUST01227,Male,0,Yes,No,13,107.47,Two year,No
CUST01228,Female,0,No,No,42,60.56,Month-to-month,No
CUST01229,Female,0,Yes,No,15,64.41,Month-to-month,No
CUST01230,Female,0,Yes,Yes,63,33.01,Two year,No
CUST01231,Female,0,No,No,36,48.06,Month-to-month,No
CUST01232,Male,0,Yes,Yes,62,61.89,Month-to-month,No
CUST01233,Male,0,No,Yes,44,98.1,Two year,No
CUST01234,Male,0,No,Yes,25,111.66,Month-to-month,Yes
CUST01235,Male,1,No,Yes,49,116.62,Month-to-month,Yes
CUST01236,Female,0,No,Yes,72,107.35,Month-to-month,No
CUST01237,Male,0,No,Yes,53,48.71,One year,Yes
CUST01238,Female,0,No,No,12,63.07,Month-to-month,Yes
CUST01239,Female,1,No,No,59,59.85,Month-to-month,Yes
CUST01240,Male,1,Yes,Yes,38,77.19,One year,No
CUST01241,Female,0,No,Yes,51,65.21,One year,No
CUST01242,Female,0,Yes,Yes,34,84.29,Two year,No
CUST01243,Male,0,No,No,7,77.63,Month-to-month,Yes
CUST01244,Male,0,Yes,No,17,86.92,Month-to-month,No
CUST01245,Female,0,Yes,No,25,18.0,Month-to-month,No
CUST01246,Male,0,Yes,Yes,13,102.94,Month-to-month,Yes
CUST01247,Male,0,No,No,61,101.67,Two year,No
CUST01248,Female,1,Yes,No,18,36.85,One year,No
CUST01249,Male,0,Yes,No,61,86.09,Month-to-month,No
CUST01250,Female,0,No,No,49,28.95,One year,No
CUST01251,Female,0,Yes,No,58,57.72,Month-to-month,No
CUST01252,Male,1,Yes,No,17,91.75,Month-to-month,Yes
CUST01253,Male,0,Yes,No,67,24.4,Month-to-month,No
CUST01254,Female,0,No,Yes,35,85.16,One year,No
CUST01255,Male,1,No,No,23,112.6,One year,No
CUST01256,Female,0,No,No,51,21.01,Month-to-month,No
CUST01257,Male,0,Yes,No,60,41.62,Month-to-month,No
CUST01258,Male,0,Yes,No,53,24.32,Two year,No
CUST01259,Male,0,No,No,3,50.76,Two year,No
CUST01260,Female,0,Yes,Yes,32,87.24,Month-to-month,Yes
CUST01261,Male,1,Yes,Yes,3,86.2,One year,Yes
CUST01262,Male,0,No,No,72,25.34,Month-to-month,Yes
CUST01263,Female,0,Yes,No,64,81.08,Month-to-month,No
CUST01264,Male,0,No,No,48,76.05,Two year,No
CUST01265,Female,0,Yes,No,29,73.13,Month-to-month,Yes
CUST01266,Female,0,No,No,8,34.1,Two year,Yes
CUST01267,Male,0,No,Yes,69,29.31,One year,No
CUST01268,Female,0,Yes,No,53,52.12,Month-to-month,No
CUST01269,Male,0,No,Yes,30,100.18,Month-to-month,No
CUST01270,Male,0,Yes,No,10,66.83,Two year,Yes
CUST01271,Male,0,Yes,No,64,53.73,Month-to-month,No
CUST01272,Male,0,Yes,Yes,25,105.75,Month-to-month,No
CUST01273,Male,1,Yes,No,48,61.83,One year,No
CUST01274,Male,0,No,Yes,47,53.0,Month-to-month,No
CUST01275,Male,0,Yes,Yes,29,94.76,Month-to-month,No
CUST01276,Male,0,Yes,Yes,9,62.73,Month-to-month,Yes
CUST01277,Female,0,Yes,No,16,66.83,One year,Yes
CUST01278,Male,0,No,Yes,63,100.97,One year,No
CUST01279,Male,1,No,No,70,84.67,Month-to-month,Yes
CUST01280,Female,0,Yes,Yes,44,89.96,Two year,No
CUST01281,Female,0,Yes,Yes,66,93.67,Month-to-month,Yes
CUST01282,Female,0,Yes,Yes,56,64.28,One year,Yes
CUST01283,Female,0,No,No,49,116.44,Month-to-month,Yes
CUST01284,Female,1,Yes,No,49,40.89,Month-to-month,Yes
CUST01285,Female,0,No,Yes,69,113.6,One year,No
CUST01286,Female,0,Yes,Yes,43,81.4,One year,No
CUST01287,Male,0,No,No,68,76.41,Month-to-month,No
CUST01288,Female,0,No,No,30,19.55,Month-to-month,No
CUST01289,Female,0,Yes,No,43,21.94,One year,No
CUST01290,Female,0,Yes,Yes,39,50.74,One year,No
CUST01291,Male,1,No,Yes,56,21.77,Month-to-month,Yes
CUST01292,Male,1,Yes,Yes,35,74.25,Two year,No
CUST01293,Female,0,No,No,33,30.98,Two year,No
CUST01294,Male,0,Yes,Yes,4,69.69,Month-to-month,Yes
CUST01295,Female,0,Yes,Yes,33,19.64,Two year,No
CUST01296,Female,0,Yes,No,13,63.27,Month-to-month,Yes
CUST01297,Male,0,No,No,53,61.5,Month-to-month,Yes
CUST01298,Male,0,No,No,52,56.22,Two year,No
CUST01299,Female,0,Yes,No,5,33.31,Month-to-month,Yes
CUST01300,Male,0,No,No,27,77.43,Month-to-month,No
CUST01301,Male,1,Yes,Yes,28,119.78,One year,No
CUST01302,Female,0,Yes,No,67,50.33,Month-to-month,Yes
CUST01303,Female,0,No,Yes,46,50.11,Month-to-month,No
CUST01304,Male,1,No,No,10,69.58,Month-to-month,No
CUST01305,Female,0,No,No,29,102.33,One year,Yes
CUST01306,Male,1,Yes,No,36,30.03,Month-to-month,No
CUST01307,Male,1,Yes,Yes,58,30.32,Month-to-month,Yes
CUST01308,Female,0,Yes,Yes,55,35.03,Month-to-month,Yes
CUST01309,Female,1,No,Yes,51,42.63,One year,No
CUST01310,Female,0,Yes,Yes,9,54.21,One year,Yes
CUST01311,Female,1,No,No,61,92.81,One year,No
CUST01312,Male,0,Yes,No,58,62.74,Month-to-month,No
CUST01313,Female,0,Yes,No,63,75.54,Month-to-month,No
CUST01314,Female,0,No,No,40,115.26,One year,Yes
CUST01315,Male,1,No,No,12,34.89,Month-to-month,Yes
CUST01316,Female,1,Yes,Yes,36,44.46,Two year,No
CUST01317,Male,0,No,Yes,12,103.56,Month-to-month,No
CUST01318,Male,0,Yes,Yes,62,20.63,Two year,No
CUST01319,Female,1,Yes,No,37,91.06,Two year,No
CUST01320,Male,1,No,No,33,31.96,Month-to-month,Yes
CUST01321,Male,0,Yes,Yes,9,69.72,Month-to-month,Yes
CUST01322,Male,0,Yes,No,12,99.01,Two year,Yes
CUST01323,Male,0,Yes,Yes,48,40.46,Two year,No
CUST01324,Female,0,No,Yes,63,38.25,Month-to-month,No
CUST01325,Male,0,No,Yes,62,39.27,One year,Yes
CUST01326,Female,0,No,Yes,44,85.01,Month-to-month,Yes
CUST01327,Female,0,No,No,62,58.01,One year,No
CUST01328,Female,0,Yes,Yes,14,109.48,Two year,No
CUST01329,Female,1,No,Yes,54,65.4,Month-to-month,Yes
CUST01330,Male,0,No,Yes,61,106.13,Two year,No
CUST01331,Male,0,No,No,64,104.8,Month-to-month,Yes
CUST01332,Female,0,No,No,50,61.37,Two year,No
CUST01333,Male,0,No,Yes,43,22.65,One year,No
CUST01334,Male,0,Yes,Yes,42,73.06,Month-to-month,No
CUST01335,Male,1,Yes,No,45,74.4,One year,No
CUST01336,Male,0,Yes,Yes,68,91.22,Month-to-month,Yes
CUST01337,Male,0,No,No,27,43.37,One year,Yes
